post_url,title,publication_url,publication_name,url_source,source_key,discovery_source,popular_discovery_url,post_cap,scrape_status
https://www.construction-physics.com/p/do-us-ports-need-more-automation,,https://www.construction-physics.com,www.construction-physics.com,sitemap,construction_physics,handpicked_construction_physics,,200,pending
https://www.construction-physics.com/p/why-the-us-cant-build-icebreaking,,https://www.construction-physics.com,www.construction-physics.com,sitemap,construction_physics,handpicked_construction_physics,,200,pending
https://www.construction-physics.com/p/shipbuilding-and-icebreakers-reading,,https://www.construction-physics.com,www.construction-physics.com,sitemap,construction_physics,handpicked_construction_physics,,200,pending
https://www.construction-physics.com/p/born-sleeping,,https://www.construction-physics.com,www.construction-physics.com,sitemap,construction_physics,handpicked_construction_physics,,200,pending
https://www.construction-physics.com/p/the-long-road-to-fiber-optics,,https://www.construction-physics.com,www.construction-physics.com,sitemap,construction_physics,handpicked_construction_physics,,200,pending
https://www.construction-physics.com/p/why-cant-the-us-build-ships,,https://www.construction-physics.com,www.construction-physics.com,sitemap,construction_physics,handpicked_construction_physics,,200,pending
https://www.construction-physics.com/p/how-to-build-a-50000-ton-forging,,https://www.construction-physics.com,www.construction-physics.com,sitemap,construction_physics,handpicked_construction_physics,,200,pending
https://www.construction-physics.com/p/is-land-use-regulation-holding-back,,https://www.construction-physics.com,www.construction-physics.com,sitemap,construction_physics,handpicked_construction_physics,,200,pending
https://www.construction-physics.com/p/how-california-turned-against-growth,,https://www.construction-physics.com,www.construction-physics.com,sitemap,construction_physics,handpicked_construction_physics,,200,pending
https://www.construction-physics.com/p/california-growth-reading-list,,https://www.construction-physics.com,www.construction-physics.com,sitemap,construction_physics,handpicked_construction_physics,,200,pending
https://www.construction-physics.com/p/why-levittown-didnt-revolutionize,,https://www.construction-physics.com,www.construction-physics.com,sitemap,construction_physics,handpicked_construction_physics,,200,pending
https://www.construction-physics.com/p/what-would-it-take-to-recreate-bell,,https://www.construction-physics.com,www.construction-physics.com,sitemap,construction_physics,handpicked_construction_physics,,200,pending
https://www.construction-physics.com/p/bell-labs-reading-list,,https://www.construction-physics.com,www.construction-physics.com,sitemap,construction_physics,handpicked_construction_physics,,200,pending
https://www.construction-physics.com/p/building-the-bell-system,,https://www.construction-physics.com,www.construction-physics.com,sitemap,construction_physics,handpicked_construction_physics,,200,pending
https://www.construction-physics.com/p/will-we-ever-get-fusion-power,,https://www.construction-physics.com,www.construction-physics.com,sitemap,construction_physics,handpicked_construction_physics,,200,pending
